Klinikname,Gesamtzufriedenheit,Erfahrungsbericht
Klinikum Oldenburg,0,"Räumlichkeiten sehr runtergekommen, keine Hygienmaßnahmen möglich für Besucher und Angehörige, Essen in dem Kiosk, grauenvoll. Ärzte halten sich nicht an einmal Versprochenes, Eigentumsansprüche werden nicht berücksichtigt! Die Ärztin legte drei Blätter bedrucktes Papier eilig vor und sagte an, hier unterschreiben. Man sollte doch erst einmal lesen, was man so unterschreibt, es sei denn man steht unter Betreuung, aber dann unterschreibt ja der Betreuer. Das Parken ist für Auswärtige auch katastrophal und teuer. Das Personal am Infostand war an Freundlichkeit kaum zu überbieten. Die Räume in der Patientenaufnahme waren für Leute mit Klaustrophobie nicht geeignet, die Türen so schmal, dass nicht mal ein breiter Rollstuhl durchpaßte, alles in einem sehr gammeligen Zustand."
Klinikum Oldenburg,6,"Sehr freundliches Personal (alle Ärzte, Pflegepersonal und Verwaltung). Gute prä- operative Vorbereitung und Aufklärung.  Gute Organisation der Abläufe.  Gutes OP- Ergebnis, Operateur hat mich auch vor und nach der OP visitiert."
Klinikum Oldenburg,6,"Ende November 2019 wurde ich in der Orthopädie des Klinkums Oldenburg an der Schulter operiert. Wie schon so oft war mein ""Anliegen"" keine Kleinigkeit. Ein komplizierter Riss der Supraspinatussehne (Armheber in der Schulter) musste ""repariert"" werden. Frau Dr. Jürgensen liess sich was einfallen: Da der Riss schon vor längerer Zeit entstanden war, formte sie von dem was noch da war eine ""neue"" Sehne. Wo vorher der Oberarmknochen noch völlig bloss lag, entstand eine neue Überdeckung durch die Sehne, so dass die anderen Sehnen wieder ihren Antagonisten haben; den nur das Zusammenspiel aller Muskeln und Sehnen macht die Schulter zu dem was sie ist, ein unglaublich in der  Bewegungsfähigkeit flexibles Gelenk.  Von der Beratung, der Aufnahme über die Voruntersuchungen, die Operation und die Nachsorge sowie die Pflege, die Unterbringung und der ""Service"" alles bestens!  echtes Ziel: Menschen helfen unechtes Ziel: Gewinn maximieren"
Klinikum Oldenburg,0,"Ich war auf der E43..bin schwanger und es war sonst kein Platz frei...erster morgen wurden mir Tabletten gegeben die ich zum Glück nicht genommen habe da es nicht meine waren. Unnötige Arbeitdabläufe wie z.b uch sollte 24 std sammelurin bis 8 Uhr abgeben, dies habe ich auch gemacht. Probe wurde aber nur aus einen Behälter genommen (hatte 2 da stehen) und der Urin kam nur von morgens.. hab mich dann gefragt warum ich die anderen 2 Liter separat in de  Behälter schütten musste. Thema Ärzte... ich bin auf Toilette. Visite geht einfach da keiner kurz wartet bis ich fertig bin. Ich lag 3 Tage auf der station es wurde nichts gemacht außer Langzeit Blutdruckmessung das ich auch bei meinem ha machen könnte. Die Ärzte waren nie präsent oder es wurde mit mir mal gesprochen... ich lag den ganzen Tag im Bett weil ich Angst hatte ein Arzt wieder mal zu verpassen Aber das schlimmste war das ich ein arztbrief von der Schwester in der Hand bekommen habe und sie sagte ich darf nach Hause. Es wurde mir noch nicht mal persönlich vom Arzt gesagt bzw mir erklärt warum ich entlassen bin ich muss leider hier entbinden da alles andere zu weit weg ist und ich habe sowas von keine Lust und auch Angst das ich wieder so behandelt werde. Die Schwestern waren auch unfreundlich besonders eine im ctg (junge blonde) die hat uns erstmal zurecht gewiesen das ich nicht klingeln darf da es sonst in Kreißsaal ertönt und sie dann ständig angerufen wird und wir haben ja eh nichts zutun im kh dann könnte man auch ruhig 20 Minuten warten alles in allem es war beschissen !!!"
Klinikum Oldenburg,6,"ich bin  in das klinikum oldenburg am 14.12.15 bis 21.12.15  und  noch mals am 23.02.16 bis 25.02.16 zur  HI behandlung gewesen, ich muss sagen, das   alles  danke  gott  sehr gut verlaufen und habe  keine beanstandung in allen gehabt. Die hehandelnten Ärzte sowie der OberArzt Herrn Dr. Schütz bin ich  sehr dankebar für die behutsame behandlung im Herzkatheterlabor und deren gute beratung vor und nach der behandlung. ich bedanke mich bei den Diensthabenden Schwestern und den Stations Ärzte in der zeit in dem ich im klinikum verweilte. ich  kann nur gutes darüber sagen und kann auch  jeden  das Klinikum Oldenburg weiter Empfelen. und sage auch alle Hochachtung was sie alles  für die Patienten im Klinikum Oldenburg tun und leisten. ich  Danke sehr für alles."
Klinikum Oldenburg,2,"Ärzte machen lieber Mittag u. früher Feierabend anstatt sich um Patienten zu kümmern. Stationsarzt/in lässt sich von Freitag bis Montag nicht beim Patienten sehen. Schwestern dürfen keine ihrer eigentlichen Aufgaben ausführen. z.B. Zugang legen, Blut abnehmen, Programm bedienen, etc. In dem Krankenhaus wird Geld verschleudert, die Stat unterstützt dies auch noch finanziell, die eigentlichen Probleme werden jedoch nicht angepackt u. gelöst. Die Probleme von vor 30 u. 40 Jahren sind bis heute immer noch vorhanden."
Klinikum Oldenburg,6,"Meine Knie OP war von der Terminplanung bis zum Entlassungstag einfach sehr gut. Meine OP verlief absolut Klasse. Das gesamte Team super nett und professionell. Ich fühlte mich jederzeit hier gut aufgehoben. Da ich auch andere Erfahrungen mit einer anderen auswärtigen Klinik hatte, weiß ich wovon rede. Ich sage nochmal vielen vielen Dank für alles.  Beste Grüße"
Klinikum Oldenburg,6,Ich wurde sehr freundlich vom Team der Station 341 aufgenommen und auf die schwere Bauchspeicheldrüsen OP vorbereitet. Alle Voruntersuchungen wurden zeitlich geordnet und sorgfältig durchgeführt. Nach der erfolgreichen OP wurde ich in den folgenden Tagen hervorragend auf der Intensivstation und der Station 341 betreut. Ich möchte mich bei allen Angestellten und dem Ärzteteam danken ! Während meines gesamten Aufenthaltes fühlte ich mich immer gut aufgehoben. LIEBE Grüsse an das Klinikum Oldenburg und an Station 341 .
Klinikum Oldenburg,6,"Ich bin 73 Jahre alt und meine Zweifel hinsichtlich der richtigen Klinik  waren groß. Es folgte ein sehr ausführliches Aufklärungsgespräch durch  die Klinikdirektorin Frau Dr. Jürgensen.  Alle Fragen wurden ausreichend beantwortet und meine Bedenken schnell ausgeräumt. Sie vermittelte mir einen sehr vertrauensvollen Eindruck, der  sich auch während des gesamten Klinikaufenthaltes gezeigt hat. Ich erlebte sie als eine Ärztin, die ihren Job mit viel Empathie und hoher Fachkompetenz ausübt.  Bedanken möchte ich mich beim gesamten Team für den freundlichen Umgang; bei der Physiotherapeutin, die die richtigen Maßnahmen zur Mobilisierung einsetzte, den Schmerztherapeuten, dem Arzt H.H., der  immer die richtige Vene zur Blutabnahme fand. Vom ersten Moment an  haben sich alle Beteiligten kompetent und einfühlsam um mich gekümmert.  Meine Lebensqualität hat sich wesentlich verbessert, ich laufe wieder auf beiden Beinen.  In diesem Team steht der Mensch im Mittelpunkt."
Klinikum Oldenburg,6,"Sehr geehrte Damen und Herren,  meine Gattin und ich (als begleitende Person) möchten unseren herzlichsten Dank an Klinikdirektor Professor Bockhorn (Viszeralchirurgie), seinen Ober- und Assistenzärzten und den Pflegerinnen und Pflegern der Stationen Intensiv, IMC und 341, bekunden.  Ebenso gilt unsere Dankbarkeit Dr. Meinhardt, Leiter der Abteilung Gastroenterologie, der erst durch seine überzeugende Entschlossenheit – wider vorab gegebene Resultate und pathologische Befunde – in Zusammenarbeit mit Ärzten des Klinikums diese rechtzeitige Operation am Ösophagus meiner Frau ermöglichte.  Anamnese, Vorbereitungsgespräche mit Professor Bockhorn und am Tag vor der OP mit Dr. Rohe von der anästhesiologischen Abteilung waren strukturiert, sehr offen und qualifiziert und vor allem aufklärend und nachvollziehbar für uns. Nach der Eröffnung des Ergebnisses der letzten Gastroskopie durch Dr. Meinhardt, Tumorkonferenz, und Anamnese in der Chirurgie vergingen keine zehn Tage bis zur Operation – herzlichen Dank dafür.  Alles lief ohne Komplikationen (mein subjektiver Eindruck), die Versorgung auf der Intensivstation und IMC war hervorragend und die Fürsorge, nach Verlegung auf die Station 341, grandios. Wünsche meiner Frau wurden nahezu alle erfüllt, so konnte meine Frau die schwere Operation perfekt verarbeiten. Zufriedenheit erreichte sie auch durch empathische Aussagen des Professors, wie: 50% zu Ihrer schnellen Genesung trugen Sie durch Ihr Verhalten und Ihren Optimismus bei.  Die 14 Tage im Krankenhaus waren fesselnd, emotional wechselhaft, lehrreich und mit Vertrauen Richtung Ärzte gefüllt. Das gesamte, meine Frau betreuende, Team machte eine großartige Arbeit; sie hatte zum richtigen Zeitpunkt die besten Männer - Koryphäen!  Die Ärzte setzten uns ein Ziel. Momentan ist der Bestfall erreicht, nun kommen Geduld, Erstarken und Aufblühen. Wir sind äußerst glücklich mit dem Verlauf! Die Namen der entscheidenden Personen sind in unserem Gedächtnis verwahrt.   Herzliche Grüße"
Klinikum Oldenburg,6,"Ich habe vor drei Wochen im Klinikum Oldenburg ein neues Kniegelenk bekommen und war super zufrieden. Die Vorgespräche in der Ambulanz waren super und das Personal sehr freundlich und hilfsbereit. Die OP hat reibungslos geklappt und auf der Station 341 habe ich mich sehr wohl gefühlt, das Personal war sehr kompetent und super freundlich. Ich würde jederzeit wieder ins Klinikum Oldenburg gehen."
Klinikum Oldenburg,6,"Offene Herzoperation, Aortenklappenersatz (Medtronic Freestyle), Rekonstruktion der Aorta ascendens (Alter 69, männlich)   Im Oktober 2018 hatte ich mit Herrn Prof. Dr. med. Ennker ein sehr ausführliches, verständliches und für mich beruhigendes Gespräch bezüglich meiner offenen Herz-OP führen können.   Die Entscheidung, die offene HerzOP dann am 6.11.2018, von ihm persönlich durchführen zu lassen, wurde mir sehr leicht gemacht. Herr Prof. Dr. med. Ennker hatte nach der fünfstündigen OP, wie versprochen, meiner Frau den Erfolg telefonisch mitgeteilt.  Am 14.11.18 durfte ich dann in die REHA nach OL-Kreyenbrück. Aufgrund der erreichten Fortschritte konnte ich am 5.12.18 nach Hause entlassen werden. Das Zeitfenster (von der OP bis zur Reha-Entlassung) wurde mir vom Prof. Dr. med. Ennker schon im Okt. 2018 genannt, seine Aussage war top.  Ohne die hervorragende Unterstützung und Hilfe des gesamten OP- und Pflegeteams, sowie der Reha-Mitarbeiter hätte ich diesen schnellen gesundheitlichen Fortschritt nicht erreichen können.  4 Wochen nach der Entlassung aus der Reha konnte ich bereits 7-8 km (täglich) wandern, nach 6 Wochen mindestens 10 km (täglich) mit dem Rad fahren, nach 8 Wochen trainierte ich dann zusätzlich mit meinem Crosstrainer. Dies alles ohne Atemnot und Anzeichen von Erschöpfung."
Klinikum Oldenburg,6,"Als Einundachtzigjährige und langjährige Marcumapatientin waren meine Bedenken hinsichtlich einer Endoprothese des rechten Kniegelenkes recht groß. Aber durch die ausführliche und einfühlsame Beratung der Klinikdirektorin und der durch sie durchgeführten OP wurden meine Bedenken schnell ad absurdum geführt.  Jetzt, 7 Wochen nach der OP und 20 Tagen stationärer Reha, bin ich so gut wie schmerzfrei, bewege mich im Haus ohne Gehhilfen und benutze diese außerhalb zur Sicherheit, um nicht auf nassem Laub oder Unebenheiten im Genbereich zu stürzen. Krankengymnastik und Rehasport bestimmen aber weiter meinen Tagesablauf.  Die unglückliche, aus organisatorischen Gründen erfolgte Zusammenlegung zweier verschiedener Fachbereiche auf einer Station führten zeitweise beim Pflegepersonal zu erheblichen Stresssituationen."
Klinikum Oldenburg,6,"Eine Terminabsprache für das erste INFO-Gespräch, mit Frau Modersitzki, Frau Doepkens und OA Dr. Mellert war sehr unproblematisch, freundlich und innerhalb einer Woche zu bekommen.									 Alles läuft strukturiert ab. Jeder Mitarbeiter gibt an den nächsten persönlich weiter, was man als sehr positiv empfindet. Nach dem INFO-Gespräch bekommen wir 								 nach gemeinsamer Absprache, schriftlicher einen OP-Termin, Schreiben konnte gleich mitgenommen werden. OP-Termin wäre sogar auch eine Woche früher möglich gewesen.	 Im Vergleich zum Klinikum ""Links der Weser"" eine WOHLTAT. Auch aufgrund des Pflegenotstands und der Notfälle verschiebt sich der OP-Termin um einen Tag aber da kann man nix machen und die OP fand dann eben nur 1 Tag später statt und wurde nicht auf unbestimmte Zeit verschoben. (Im Klinikum ""Links der Weser"" wurden wir wieder nach Hause geschickt.... nächster Termin sollte dann in 14 Tagen sein....auch der wurde NICHT eingehalten...und der danach auch NICHT ....) Die Krankenzimmer und das komplette Personal vermitteln den Eindruck, dass man hier gut aufgehoben ist. Alle sind freundlich und hilfsbereit, obwohl auch hier der Pflegenotstand herrscht."
Klinikum Oldenburg,6,"Die kardiologische Abteilung des Klinikums Oldenburg kann ich nur empfehlen! Ich bin dort sehr gut versorgt und ernst genommen worden. Der Klinikdirektor und auch alle Ärzte haben sich ausreichend Zeit genommen um alle Schritte mit dem Patienten zu besprechen. Im Vorfeld wurden alle anstehenden Fragen und Probleme ausreichend angehört und es wurde sich die Zeit genommen, alles mit mir, dem Patienten zu besprechen. Wer Fragen hat, wird hier auch angehört. Dazu gehört es natürlich auch, sich bei Fragen an die entsprechenden Ärzte zu wenden, dann wird man auch angehört. Es ist niemandem damit gedient, im Vorfeld mit seinen Fragen ""hinter dem Berg zu halten"" und später hier zu meckern... . Wenn Fragen sind, raus damit... . Die Klinikleitung und die Ärzte der Kardiologie im Klinikum Oldenburg hören einen an und besprechen evtl. Probleme sorgfältig mit dem Patienten. Ich kann aus meiner Sicht nichts Negatives berichten! Wichtig ist die Fragen und Probleme die einen evtl. beschäftigen auch anzusprechen, dann wird einem auch geholfen! Ich bin mit der kardiologischen Abteilung des Klinikums Oldenburg maximal zufrieden! Vielen Dank an alle Ärzte und Operateure, die mir geholfen haben! Machen Sie weiter so!"
Klinikum Oldenburg,6,"Fürsorgliche, geduldige und kompetente Ärzte und Pflegekräfte in der dermatologischen und der onkologischen Abteilung des Klinikums Oldenburg."
Klinikum Oldenburg,6,"Mein Mann wurde im September am offenen Herzen operiert, er hat 4 Bypässe bekommen. Die Operation verlief ohne Probleme und ohne Komplikationen.  Die Versorgung meines Mannes verlief super, man hat sich Hervorragend um ihn gekümmert. Das einzig doofe fand ich das man keinen Rückruf bekommen hat, man musste tatsächlich alle 30 Minuten anrufen um zu fragen ob alles gut verlaufen sei.  Doch das Personal am Telefon war sehr sehr freundlich und niemals genervt.  Nach einem Tag Intensiv wurde er auf die Nach-Intensiv verlegt,wo auch alle sehr freundlich und sehr bekümmert waren. Da fand ich es nur nicht so schön, das Sie Mann und Frau in einem Zimmer gelegt haben.  (war vielleicht nichts anderes möglich) Ansonsten kann ich diese Klinik nur empfehlen, man ist dort sehr gut aufgehoben.  Das Essen war auch sehr gut."
Klinikum Oldenburg,6,"Ich hatte einen Autounfall im Ausland. Mit durchgestrecktem Bein gebremst, da ist beim Aufprall mein Hüftkopf durchs Becken gebrochen.  In Kroatien wurden die zwei Teile meines Beckens, mit fatalen 16mm Verschiebung, verschraubt. Als weiteres Geschenk MRSA in der Wunde.  Nach einem Monat kampf gegen MRSA in Kroatien, nach Deutschland ins Friederiken-Stift Hannover. Vier OPs für die Korrektur des Beckens (dann ""nur"" noch 9mm Verschiebung), die Endprothese und den Kampf gegen MRSA. (6 Monate bettlägerig, mit Arthrose Grad IV)  In den nächsten 5 Jahren fünf Hüftluxationen! (alle 5 unter Voll-Narkose wieder eingerenkt). Beim letzten Einrenken ist die Prothese gebrochen, innerhalb zwei Jahren 6cm verrutscht und nach außen rotiert.    6 Ärzte später bin ich zur grandiosen, herzlichen und einmaligen Dr. Ingke Jürgensen gekommen.  Mit einer 11 Stündigen OP hat diese einmalige Chirurgin alle Schmerzen und Probleme weg gezaubert.  Ich kann euch nicht klar machen wie glücklich ich bin, nach 7 Jahren Spießrutenlauf, endlich wieder laufen zu können!  Und auch die MRSA Keime bin ich nun los!    Nicht zu vergessen, auch das sehr herzliche und tolle Pflegeteam das mich innerhalb 5 Wochen gesund gepflegt hat! Vielen vielen Dank!"
